"id","person_id","religion_id","confirmed","notes"
339,2522,1,1,"Peter Bedford (1780-1864), silk weaver, of Spitalfields"
340,2523,1,1,Insufficient identifying evidence
341,2524,1,1,"Probably Thomas Christy (1776-1846), hat manufacturer; 5-page obit. in 1847 Annual Monitor; but also possibly his son of the same name (1801-1877)"
342,2525,1,1,"Samuel Darton (1785-1850), bookseller & publisher, of London"
343,2526,1,1,"Josiah Forster (1782-1870), teacher and clerk of London Yearly Meeting; brother of Robert and William; 26-page memoir in 1871 Annual Monitor; some text in Oxford DNB"
344,2527,1,1,"Robert Forster (1791-1873), land surveyor; brother to Josiah and William; 7-page obit. in Annual Monitor; some text in Oxford DNB"
345,2528,1,1,"William Forster (1784-1854), philanthropist; brother to Josiah and Robert; 2-para. obit. in Annual Monitor; entry on Oxford DNB"
346,2529,1,1,"Joseph Talwin Foster (1794-1861), merchant and coal owner, of London"
347,2530,1,1,Insufficient identifying evidence
349,2532,1,1,"Probably Edward Harris (1787-1852), corn factor, of Stock Newington; but possibly his son Edward Harris (1815-1901), of Stoke Newington"
351,2534,1,1,Insufficient identifying evidence
352,2535,1,1,"Robert Howard (1801-1871), manufacturing chemist and landowner, of London"
353,2536,1,1,"John Kitching, MD (1812-1878), of Hull; 9-page obit. in 1879 Annual Monitor; brother to the Alfred Kitching, MD, b. 1821"
355,2538,1,1,"Joseph Neatby (1774-1857), of Croydon; 5-page obit. in 1858 Annual Monitor"
357,2540,1,1,Multiple possibilities
358,2541,1,1,"Joseph Shewell (1785-1875), linen draper, of Deptford and Colchester"
359,2542,1,1,"George Stacey (1786-1857), Tottenham chemist, clerk of London YM; 1-page obit. in 1858 Annual Monitor"
360,2543,1,1,"Joseph Storrs (1790-1850), silk mercer, of London"
361,2544,1,1,"John Marshall Albright, Quaker (1815-1909), Charlbury; 13-page obit. in 1910 Annual Monitor"
362,2545,1,1,"George William Alexander (1802-1890), banker & philanthropist - entry in Oxford DNB"
363,2546,1,1,"Henry Alexander (1808-1884), ironmonger"
364,2547,1,1,"Richard Dykes Alexander (1788-1866), banker, Ipswich"
365,2548,1,1,"Thomas Allis (1788-1875), naturalist, superintendent of The Retreat; entry in Milligan's Biographical Dictionary of British Quakers in Commerce and Industry"
366,2549,1,1,"John David Appleton (1830-1907), 2-page obit. in Ackworth Old Scholars' Assn Annual Report"
367,2550,1,1,"Caroline Armistead (c. 1800-1883), maiden name N/K, of Darlington, wife of Wilson Armistead"
368,2551,1,1,"Joseph Armistead (1793-1861), of Leeds"
369,2552,1,1,"Edward Ash (1797-1873), physician and bible scholar, of Norwich and Bristol; 12-page memoir in Annual Monitor"
370,2553,1,1,"Rachel (Barclay) Backhouse (1826-1898), wife of Alfred Backhouse, Darlington banker"
371,2554,1,1,"Edmund Backhouse (1824-1906), banker, JP, MP; has obit. in The Times, 8 June 1906"
372,2555,1,1,"Edward Backhouse (1808-1879), coal owner & banker of Sunderland, s. of Edward Backhouse (1781-1860); entry in Oxford DNB"
374,2557,1,1,"James Backhouse, FLS, FGS (1825-1890), nurseryman of York, son of James Backhouse (1794-1869); 10-page obit. in 1891 Annual Monitor; some material in Oxford DNB"
375,2558,1,1,"John Church Backhouse (1811-1868), Darlington banker; 3-page obit. in 1860 Annual Monitor"
376,2559,1,1,"John Edward Baker (1828-1908), blacking manufacturer, of Birmingham; obit. in AOSA Annual Report"
377,2560,1,1,"James Baker (1814-1875), draper, of York; 4-page obit. in 1877 Annual Monitor"
378,2561,1,1,"Alfred Payne Balkwill (1834-1914), pharmaceutical chemist, of Plymouth; 7-page obit. and photo in 1915 Annual Monitor"
379,2562,1,1,"William Ball (1801-1878), attorney at law, of Bristol; 46-page obit. in 1879 Annual Monitor"
380,2563,1,1,"Eliza (Backhouse) Barclay (1812-1884), of Darlington; 27-page obit. in 1885 Annual Monitor"
382,2565,1,1,"(Joseph) Gurney Barclay, FRAS (1816-1898), banker, of Leyton, Essex; 5-page obit. in 1900 Annual Monitor"
384,2567,1,1,"Jonathan Barrett (1790 - after 1847), London brass-founder"
385,2568,1,1,"Richard Barrett (1784-1855), London brass-founder; 5-page obit. in Annual Monitor"
386,2569,1,1,"Richard Cadbury Barrow (1827-1894), tea & coffee merchant, of Birmingham"
388,2571,1,1,"Samuel Barter (1809-1880), tobacco & snuff manufacturer, of Reading"
389,2572,1,1,"John Dollin Bassett (1786-1878), banker & draper, of Leighton Buzzard"
390,2573,1,1,"John Baynes (1784-1869), dyer, of Sheffield; 4-page obit. in 1870 Annual Monitor, jointly with his wife"
391,2574,1,1,"John Beaumont (1785-1862), hatter, of London and Woodbridge"
392,2575,1,1,"Rebecca (Stacey) Beaumont (1784-1866), of Stamford Hill, wife of Abraham Beaumont, pharmaceutical chemist"
393,2576,1,1,"William Beaumont (1789-1869), tanner, of Newcastle-upon-Tyne"
394,2577,1,1,"Samuel Beck (1830-1913), upholsterer & cabinet maker, of Hastings; 4-page obit. and photo in 1914 Annual Monitor"
395,2578,1,1,"Deborah (West) Beesley (1804-1887), of Banbury, 2nd wife of Samuel Beesley, baker there"
396,2579,1,1,"Paul Bevan (1783-1868), coal merchant, of Tottenham; 7-page obit. in 1869 Annual Monitor"
397,2580,1,1,"Robert Bevan (1784-1854), of Suffolk"
398,2581,1,1,"Martha Ann (Spriggs) Binyon (1816-1896), of Worcester, wife of Thomas Binyon"
399,2582,1,1,"Thomas Binyon (1795-1865), tea dealer, of Worcester"
400,2583,1,1,"Samuel Birchall (1818-1864), wool merchant, of Leeds"
401,2584,1,1,"Thomas Blain (1813-1889), of Sunderland"
402,2585,1,1,"John Blunsom (1804-1872), Northampton draper"
403,2586,1,1,"William Bott (1816-1885), of Chelmsford"
404,2587,1,1,"Likely to be a Quaker, but I can't find a match that works"
405,2588,1,1,"William Crotch Bowly (1797-1861), mealman of Cirencester - except the death date is a problem"
406,2589,1,1,"Edwin Bracher (1826-1911), pharmaceutical chemist, of Wincanton; 2-page obit. in Annual Monitor; son of James"
407,2590,1,1,"James Bracher (1795-1862), grocer, of Wincanton"
408,2591,1,1,"Lucy Bradshaw (1792-1862), of Stoke Newington; 3-page obit. in Annual Monitor"
409,2592,1,1,"George Stewardson Brady (1831-1921), micropalaeontologist and professor natural history, of Sunderland and Sheffield; son of Henry Brady"
410,2593,1,1,"Joseph Bevan Braithwaite (1818-1905), conveyancing barrister, of Islington; entry in Oxford DNB; 38-page obit. in 1907 Annual Monitor"
411,2594,1,1,"Samuel Braithwaite (1820-1870), worsted spinner, of Bradford"
412,2595,1,1,"Charles Brewin (1793-1856); source for this is http://www.pennyghael.org.uk/Lloyd.pdf - one of the descendancy trees published by Charles E.G. Pease, which are very reliable indeed)"
413,2596,1,1,"Robert Brewin (1805-1889), coal merchant, of Cirencester"
414,2597,1,1,"Thomas Brewin (1777-1854), of Birmingham"
415,2598,1,1,"William Henry Brewin (1813-1882), of Cirencester; brother of Robert"
416,2599,1,1,"Francis Brown (1804-1899), wine merchant, of Brighton; 3-page obit. in 1901 Annual Monitor"
417,2600,1,1,"Gopsill Brown (1798-1867), Gloucester merchant"
418,2601,1,1,"William Wright Brown (1830-1901), ironmonger, of Evesham; 2-page obit. in 1903 Annual Monitor"
419,2602,1,1,"John Funston Burgess (1789-1862), corn dealer, of Stoke Newington"
420,2603,1,1,"Wilson Burgess (1804-1872), Leicester woolstapler"
421,2604,1,1,"Henry Burlingham (1813-1896), ironmonger, of Evesham"
422,2605,1,1,"Jonathan Burtt (1807-1892), of York"
423,2606,1,1,"Petchell Burtt (1818-1885), coal agent, of York"
424,2607,1,1,"Sir Edward North Buxton, 2nd baronet (1812-1858), MP, of Cromer and West Ham"
425,2608,1,1,"James Cadbury (1802-1888), linen draper, grocer, & wine merchant, of Grimsbury, Oxfordshire"
427,2610,1,1,"John M. Candler not known to me; but John N., John W., or just John, are all possible"
428,2611,1,1,"Edward Carroll (1784-1865), of Cork"
429,2612,1,1,"Joseph Cash (1784-1870), stuff merchant and businessman, of Coventry; 3-page obit. in 1871 Annual Monitor)"
430,2613,1,1,"Newman Cash (1792-1866), stuff merchant and railway director, of Leeds"
431,2614,1,1,"William Cash (1792-1849), stuff/woollen warehouseman, a founder of the Friends' Provident Institution; 2-page obit. in 1850 Annual Monitor"
432,2615,1,1,"Richard Davison Catchpool (1822-1890), Reading ironmonger; son of Thomas Catchpool"
433,2616,1,1,"Thomas Catchpool (1786-1860), Colchester ironmonger"
434,2617,1,1,"Thomas Chalk (1786-1869), linen draper, of Kingston upon Thames; 18-page obit. in 1870 Annual Monitor"
435,2618,1,1,"Elizabeth (Fox) Charleton (1793-1867), of Bristol, 2nd wife of James Charleton; 6-page obit. in 1868 Annual Monitor"
436,2619,1,1,"James Charleton (1780-1847), sugar refiner, of Bristol"
437,2620,1,1,"Robert Charleton (1809-1872), Bristol manufacturer, son of James Charleton from his first marriage; 32-page obit. in Annual Monitor; entry in Oxford DNB"
438,2621,1,1,"Richard Christy (1819-1898), cotton manufacturer"
439,2622,1,1,"Cyrus Clark (1801-1866), shoe manufacturer, of Street, Somerset; brother to James and Joseph"
440,2623,1,1,"James Clark (1811-1906), shoe manufacturer, of Street; 12-page obit. in 1907 Annual Monitor; brother to Cyrus and Joseph"
441,2624,1,1,"Joseph Clark (1799-1877), farmer and corn dealer, of Street; brother to Cyrus and James"
442,2625,1,1,"William Stephens Clark (1839-1925), shoe manufacturer, of Street; entry in Oxford DNB"
443,2626,1,1,"George Cook (1796-1874), of Wellington, Somerset"
444,2627,1,1,"Jacob Henry Cotterell (1817 to 1868), land surveyor, of Bristol; 1-page obit. in 1869 Annual Monitor"
445,2628,1,1,"Elliott Cresson (1796-1854), of Philadelphia; entry on Wikipedia"
446,2629,1,1,"William Dillworth Crewdson (1774-1851), banker, Yearly Meeting clerk, of Kendal; or his son of the same name (1799-1878), banker, of Kendal"
447,2630,1,1,"Ann (Wakefield) Cropper (1797-1876), of Dinglebank, Lancashire; wife of John"
448,2631,1,1,"James Cropper (1823-1900), paper manufacturer and politician; son of John and Ann; entry in Oxford DNB"
449,2632,1,1,"John Cropper (1797-1874), merchant, of Liverpool; husband of Ann"
450,2633,1,1,"Joseph Crosfield (1821-1879), tea merchant, of Liverpool and London, son of George Crosfield (1785-1847)"
451,2634,1,1,"William Crosfield (1805-1881), sugar refiner, of Liverpool; or his son of the same name (b. 1839)"
452,2635,1,1,"Jeremiah Cross (1801-1867), hosier, of Banbury; 1-para. obit. in 1869 Annual Monitor"
453,2636,1,1,"Martha (Sewell) Cross (1776-1860), of Colchester; wife of William Cross, tailor and draper"
454,2637,1,1,"Edward Anson Crouch (1800-1860), flour merchant and mine purser, of Liskeard, Cornwall"
455,2638,1,1,"Abraham Crowley (1796-1864), brewer, of Alton, Hampshire"
456,2639,1,1,"Frederick Crowley (1825-1910), brewer of Alton, Hampshire, son of Abraham Crowley; 4-page obit. and photo in 1911 Annual Monitor"
457,2640,1,1,"Dates don't work for John Cudworth (1786-1861), tea dealer of Leeds; possibly his son John William Cudworth (1821-1903), Leeds solicitor"
458,2641,1,1,"Mary (Thompson) Cudworth (1821-1882), of Darlington, wife of William Cudworth"
459,2642,1,1,"William Cudworth (1815-1906), engineer to the North-Eastern Railway"
460,2643,1,1,"Lucy (Burlingham) Darby (1782-1870), wife of Edmund Darby, ironmaster, of Coalbrookdale"
461,2644,1,1,"Richard Day (1782-1853), of Saffron Walden"
462,2645,1,1,"William Dent (1778-1861), farmer; 6-page obit. in 1862 Annual Monitor"
463,2646,1,1,"Barnard Dickinson (1781-1852), ironmaster, of Coalbrookdale; 10-page obit. in 1863 Annual Monitor"
464,2647,1,1,"Elizabeth Gurney Dimsdale (1821-1912), of York"
465,2648,1,1,"Joseph Doubleday (1809-1899), of Halstead, Essex; brother of Robert"
466,2649,1,1,"Robert Doubleday (1816-1904), of Halstead; brother of Joseph"
467,2650,1,1,"Joseph Eaton (1792-1858), iron merchant, of Bristol"
468,2651,1,1,"Thomas Emmott (1823-1892), cotton manufacturer and insurance director, of Oldham"
469,2652,1,1,"Mary (Ransom) Exton (1793-1860), of Hitchin; 10-page obit. in Annual Monitor; wife of William"
470,2653,1,1,"William Exton (1786-1851), Hitchin banker; husband of Mary"
471,2654,1,1,"Abraham Fisher (1784-1871), miller, of Cork and Neath"
473,2656,1,1,"Rachel Fowler (1797-1882), of Melsham, Wiltshire"
474,2657,1,1,"Thomas Fowler (1791-1851), London banker; father of Robert N. Fowler"
475,2658,1,1,"Alfred Lloyd Fox (1829-1885), manufacturer, consul, and shipping agent, of Falmouth; 19-page obit. in 1886 Annual Monitor"
476,2659,1,1,"Seems likely, but I can't find an exact match that works with these dates"
477,2660,1,1,"Frederick Hingston Fox (1825-1910), timber merchant, of Plymouth; 3-page obit. in 1911 Annual Monitor"
478,2661,1,1,"Jane Gurney (Backhouse) Fox (1814-1860), wife of Robert Barclay Fox"
479,2662,1,1,"(Robert) Barclay Fox (1817-1855), Falmouth merchant; entry on Wikipedia; best fit, despite dates"
480,2663,1,1,"Philip Frith ((1767-1844), of Thornton Heath, near Croydon"
481,2664,1,1,"Frederick Fryer (1824-1872), tea dealer, of Rastrick, Yorkshire; 6-page obit. in 1873 Annual Monitor"
482,2665,1,1,"John Gayner (1824-1911), of Bristol; 8-page obit. and photo in 1913 Annual Monitor"
484,2667,1,1,"Deborah (Stacey) Gibson (1793-1877), of Saffron Walden, widow of Wyatt George Gibson"
485,2668,1,1,"Edgar Gilkes (1821-1894), Middlesbrough engineer"
486,2669,1,1,"Charles Gillett (1830-1895), Banbury banker; 3-page obit. in 1897 Annual Monitor; some text in Oxford DNB"
487,2670,1,1,"Jonathan Gillett (1808-1892), banker and plush manufacturer, of Banbury"
489,2672,1,1,"Burwood Godley, (1802-1882), coal merchant and banker, of Lewes"
490,2673,1,1,"Alexander Grace (1837-1929), miller and corn merchant, of Bristol"
492,2675,1,1,"Anna Gurney (1795-1857), author and Old English scholar; entry in Oxford DNB"
493,2676,1,1,"Possibly Edmund Gurney, b. Bristol, 1801, about whom I have no further info"
494,2677,1,1,"Henry Edmund Gurney (1821-1905), bill broker, of Reigate"
496,2679,1,1,"Rev. John Gurney (1809-1856), of Earlham, Norfolk"
497,2680,1,1,"Probably Samuel Gurney, FLS, FRGS (1816-1882), philanthropist and banker, of London; 12-page obit. in 1883 Annual Monitor; entry in Oxford DNB; although there could be an overlap with his father Samuel Gurney (1786-1856), also philanthropist and banker, of Essex, also with an entry in Oxford DNB"
500,2683,1,1,"Daniel Pryor Hack (1794-1886), Brighton draper; 23-page obit. in 1887 Annual Monitor"
501,2684,1,1,"John Barton Hack (1805-1884), currier, farmer, merchant, & accountant, of Chichester and Adelaide; obit. in the Australian Dictionary of Biography"
502,2685,1,1,"Cornelius Hanbury (1796-1869), pharmaceutical chemist, of London; 16-page obit. in 1870 Annual Monitor"
503,2686,1,1,"Cornelius Hanbury, FRCS, FCS (1827-1916), pharmacologist, of Richmond; son of Cornelius Hanbury (1796-1869)"
504,2687,1,1,"Daniel Bell Hanbury (1794-1882), pharmaceutical chemist, of London; brother to Cornelius Hanbury senior"
505,2688,1,1,"Samuel Hare (1821-1900), of Darlington; 3-page obit. in 1901 Annual Monitor"
506,2689,1,1,"Charles Lloyd Harford (1799-1882), b. Ebbw Vale, m. in Worcester"
507,2690,1,1,"John Harford (1768-1851), of Bristol"
508,2691,1,1,Summers Harford (1795-1873)
509,2692,1,1,"William Hargreaves (1804-1874), of Sheffield"
510,2693,1,1,"John Harlock (1821-1923), of Banbury"
511,2694,1,1,"Theodore Harris (1832-1900), banker, of Leighton Buzzard; 6-page obit. in 1902 Annual Monitor"
513,2696,1,1,"Gray Hester (1800-1882), of Holloway"
514,2697,1,1,"Mary Ann Hewitson (1811-1907), of Leeds; obit. in 1908 Annual Monitor"
515,2698,1,1,"Henry Hipsley (1810-1889), woollen draper and tea merchant, of York and London; 6-page obit. in 1891 Annual Monitor"
516,2699,1,1,"John Hodgkin (1800-1875), London barrister; 18-page memoir in 1876 Annual Monitor; entry in Oxford DNB"
517,2700,1,1,"John Holdsworth (1810-1870), furniture broker, fustian manufacturer, & cotton spinner, of Eccles; brother of Richard Holdsworth"
518,2701,1,1,"Richard Holdsworth (1818-1898), furniture broker, of Wakefield; brother of John Holdsworth"
519,2702,1,1,"George Bax Holmes (1804-1887), of Horsham, Sussex"
521,2704,1,1,"Samuel S.H. Horman-Fisher (d. after 1895); no further information, except this his wife Jane d. in Bristol in 1895)"
522,2705,1,1,"Robert Horne (1813-1883), paper stainer and decorator, of London"
523,2706,1,1,"John Horniman (1803-1893), grocer, cheese factor, and tea dealer; 8-page obit. in 1894 Annual Monitor"
524,2707,1,1,"Charles Horsnaill (1803-1874), corn dealer, of Maidstone and Canterbury"
525,2708,1,1,"William Cleverly Horsnaill (1812-1861), corn factor, of Rochester; 2-page obit. in 1862 Annual Monitor"
526,2709,1,1,"Sarah (Mallinson) Hotham (1812-1875), of Leeds; 11-page obit. in 1876 Annual Monitor; widow of James Hotham, linen draper"
527,2710,1,1,"Luke Howard (1772-1864), manufacturing chemist and meteorologist, of London; entry in Oxford DNB"
528,2711,1,1,"William Howitt (1792-1879), druggist and writer, of Nottingham; entries on Oxford DNB and Australian Dictionary of Biography"
529,2712,1,1,"Rachel (____) Hubbert (1793-1878), of Tottenham; widow of John Hubbert, wool dealer"
530,2713,1,1,"Joseph Hudson (1784-1868), of Barrow on Soar"
531,2714,1,1,"John Huntley (1784-1871), biscuit baker, of Reading"
532,2715,1,1,"Joseph Huntley (1807-1895), ironmonger and tin box manufacturer, of Reading; 2-page obit. in 1896 Annual Monitor"
533,2716,1,1,"Martha Hutchinson (b. 1801), of Islington"
534,2717,1,1,"Robert Impey (1820-1886), tanner, seedsman, and farmer, of Street, Somerset"
535,2718,1,1,"Edward James (1801-1870), merchant and soap manufacturer, of Plymouth; 3-page obit. in Annual Monitor"
536,2719,1,1,"Alfred Janson (1800-1876), of Tottenham"
537,2720,1,1,"William Janson (1805-1868), Lloyds underwriter, of London"
538,2721,1,1,"Andrew Johnston (1798-1862), MP and banker in the Gurney family bank; wife Priscilla has entry in Oxford DNB"
539,2722,1,1,"Andrew Johnston (1798-1862) and his son Andrew Johnston, MP (1835-1922)"
541,2724,1,1,"John Jowitt (1811-1888), Leeds woolstapler; entry in Oxford DNB"
543,2726,1,1,"William Doubleday King (1801-1870), Sudbury draper"
544,2727,1,1,"John Harvey Knight (1802-1872), accountant, of London and Southampton"
545,2728,1,1,"Thomas Knott (1796-1871), medical chemist, of Exeter; 5-page obit. in Annual Monitor"
546,2729,1,1,"Edward Aldam Leatham (1828-1900), Wakefield banker and MP"
547,2730,1,1,"Isabella (Harris) Lister (1792-1864), schoolteacher; wife of Joseph Jackson Lister"
549,2732,1,1,"Wilson Lloyd, FRGS, FSA (1835-1908), colliery proprietor and MP, of Wednesbury, Staffordshire"
550,2733,1,1,"Haggar Lowe (1783-1868), skinner and furrier, of Southwark; 4-page obit. in 1869 Annual Monitor."
551,2734,1,1,"Edmund Lucas (1799-1864), Westminster coal merchant"
552,2735,1,1,"Frederick Lucas (1812-1855), journalist and politician, of Staines; entry in Oxford DNB"
553,2736,1,1,"Jeffery Lucas (1810-1855), Hitchin banker"
554,2737,1,1,"Martha Lucas (1800-1883), of Hitchin"
555,2738,1,1,"Samuel Lucas (1805-1870), brewer and painter, of Hitchin; entry in Oxford DNB"
556,2739,1,1,"William Lucas (1804-1861), brewer and farmer, of Hitchin; son of William"
557,2740,1,1,"Harford Lury (1822 - after 1892), of Bristol"
558,2741,1,1,"John Elton Lury (1826-1873), of Southampton"
559,2742,1,1,"William Mann (1810-1885), of Copley, near Halifax"
560,2743,1,1,"Caroline Marriage (1801-1884), of Chelmsford"
561,2744,1,1,"Edward Marsh (1812-1884), London clothier"
562,2745,1,1,"Although there was a Quaker of this name, consistent with these dates, the attribution of 'Captain' doesn't remotely fit"
563,2746,1,1,"Thomas Maw (1772-1849), paper maker, chemist and druggist, of Needham Market, Suffolk; 1-page obit. in 1850 Annual Monitor"
564,2747,1,1,"Dr Edward Curtis May (1796-1877), surgeon, of Tottenham; 8-page obit. in 1878 Annual Monitor"
565,2748,1,1,"Francis May (1803-1885), grocer and match manufacturer, of London and Reigate; entry in Oxford DNB"
566,2749,1,1,"John Mayfield (1788-1873), of Westminster"
567,2750,1,1,"Josiah Merrick (1798-1883), of Manchester; 4-page obit. in 1884 Annual Monitor"
568,2751,1,1,"John Morland (1794-1867), umbrella manufacturer, of Croydon"
569,2752,1,1,"George Lynes Neighbour (1818-1879), of Esher, Surrey"
570,2753,1,1,"Josiah Newman (1812-1884), grocer, of Leominster"
571,2754,1,1,"William Norris (1793-1875), of Coalbrookdale"
572,2755,1,1,"Thomas Norton (1797-1868), wheelwright and coachbuilder, of Peckham and Bermondsey; 5-page obit. in 1869 Annual Monitor"
574,2757,1,1,"William Norton (1799-1883), spice dealer, of Peckham, Bermondsey, and Woodbridge; brother of Thomas Norton jun."
575,2758,1,1,"William Nutter (1803-1876), of Edgbaston"
576,2759,1,1,"James John Packer (1837-1863), printer and stationer, of Thirsk. 14-page obit. in 1865 Annual Monitor"
577,2760,1,1,"George Palmer (1818-1897), biscuit manufacturer, of Reading; entry in Oxford DNB"
578,2761,1,1,"Reuben Craven Payne (1808-1872), of Bridgwater"
579,2762,1,1,"Arthur Pease (1837-1898), coal owner and MP; 7-page obit. in 1899 Annual Monitor"
580,2763,1,1,"I have no Edward Pease who fits both dates, but there are at least two possibilities if two people of the same name have been conflated here"
581,2764,1,1,"Gurney Pease (1839-1872), Darlington merchant; 6-page obit. in 1873 Annual Monitor"
582,2765,1,1,"Henry Fell Pease (1838-1896), MP, of Darlington"
583,2766,1,1,"John Pease (1797-1868), woollen manufacturer and director of the Stockton/Darlington Railway; 21-page obit. in 1869 Annual Monitor"
584,2767,1,1,"John Beaumont Pease (1803-1873), woollen merchant and landowner, of Darlington"
585,2768,1,1,"Not sure what's meant by 'late E'; probably Joseph Pease (1799-1872), MP, railway projector, iron master, and coal owner, of Darlington; 9-page obit. in 1873 Annual Monitor; entry in Oxford DNB"
586,2769,1,1,"Joseph Whitwell Pease, 1st baronet (1828-1903), industrialist and banker, of Darlington and Falmouth; entry in Oxford DNB"
587,2770,1,1,"Susan (Pease) Busk (1817-1873), of Leeds, who married in 1851"
588,2771,1,1,"Thomas Pease (1816-1884), landed proprietor and stuff merchant, of Leeds; 11-page obit. in 1885 Annual Monitor"
589,2772,1,1,"Algernon Peckover (1803-1893), Wisbech banker; brother of William"
590,2773,1,1,"William Peckover (1790-1877), Wisbech banker; brother of Algernon"
591,2774,1,1,"Robert Horne Penney (1822-1902), shop owner and coal & timber merchant, of Brighton; 7-page obit. in 1904 Annual Monitor"
592,2775,1,1,"Isaac Pitt (1813-1872), cheese factor, of Cirencester; 18-page obit. in Annual Monitor"
593,2776,1,1,"Jacob Post (1744-1855), shopkeeper and religious writer, of Islington; entry in Oxford DNB"
594,2777,1,1,"Joseph Tregelles Price (1784-1854), ironmaster, of Neath; 8-page obit. in Annual Monitor; entry in Oxford DNB"
595,2778,1,1,"Lydia Prideaux (b. 1790, Falmouth); daughter of Lydia (Fox) Price, of the Quaker Fox family"
596,2779,1,1,"Samuel Priestman (1800-1872), corn miller and railway & insurance director, of Hull; 14-page obit. in 1873 Annual Monitor"
597,2780,1,1,"John Pryor (1797-1877), London merchant"
598,2781,1,1,"George Richardson Pumphrey (1830-1862), grocer, of Newcastle and York; 11-page memoir in 1863 Annual Monitor"
599,2782,1,1,"William Pryor Read (1804-1881), of Hitchin"
600,2783,1,1,"Isaac Reckitt (1792-1862), wool merchant, miller, corn factor, starch manufacturer, of Nottingham, Hull, and elsewhere"
601,2784,1,1,"Jonathan Rees (1792-1877), Neath ironmaster; 4-page obit. in 1869 Annual Monitor"
602,2785,1,1,"Jane Reynolds (1801-1879), of Bristol"
603,2786,1,1,"George Etheridge Richardson (1830-1908), of Reigate"
604,2787,1,1,"John Rickman VI (1774-1859), brewer, of Lewes; father of Richard, Rachel, Matilda and Priscilla"
605,2788,1,1,"Josephina Christina Rickman (b. 1808, Newington)"
606,2789,1,1,"Matilda Rickman (b. 1800, Lewes), d. of John Rickman VI, sister of Richard, Priscilla and Rachel"
607,2790,1,1,"Priscilla Rickman (1800-1859), of Lewes, d. of John Rickman VI, sister of Richard, Matilda and Rachel"
608,2791,1,1,"Rachel Rickman (1799-1886), of Lewes, d. of John Rickman VI, sister of Richard, Priscilla and Matilda"
609,2792,1,1,"Richard Peters Rickman (1805-1876), Hastings ironmonger, s. of John Rickman VI, brother of Rachel, Matilda and Priscilla"
610,2793,1,1,"Isaac Robson (1800-1885), grocer and tea merchant, of Liverpool and Huddersfield; 9-page obit. in 1886 Annual Monitor"
611,2794,1,1,"John Stephenson Robson (1802-1888), grocer and draper, of Saffron Walden; 11-page obit. in 1889 Annual Monitor"
612,2795,1,1,"Joseph Rosling (1830 - after 1860), son of the elder Alfred Rosling"
613,2796,1,1,"Samuel Rosling (1796-1885), corn merchant, of Peckham, Hemel Hempstead, Reigate, and Reading"
614,2797,1,1,"John Rowntree (1821-1894), grocer and draper, of Scarborough"
615,2798,1,1,"William Rowntree (1806-1901), Scarborough draper; 7-page obit. in 1902 Annual Monitor, jointly with his wife"
616,2799,1,1,"Sarah (James) Rundell ((1764-1856), of Liskeard and Falmouth, 2nd wife of Samuel Rundell"
617,2800,1,1,"John Farley Rutter (1824-1899), solicitor, of Mere, Wiltshire; 11-page obit. in 1901 Annual Monitor"
618,2801,1,1,"Samuel Rutter (1810-1876), corn merchant and baker, of Bath"
619,2802,1,1,"Edward Sayce (1813-1892), woollen draper, of Stockport and Melbourne"
620,2803,1,1,"Hannah (Fletcher) Scarr (1789-1866), landed and house proprietor, of York, widow of John Scarr"
621,2804,1,1,"Frederic Seebohm (1833-1912), banker and historian, of Hitchin; 12-page obit. and photo in 1913 Annual Monitor; entry in Oxford DNB; son of the elder Benjamin Seebohm"
622,2805,1,1,"John Read Seekings (1805-1866), Birmingham grocer"
623,2806,1,1,"James Sessions (1791-1860), maltster and brewer, of Charlbury"
624,2807,1,1,"Lydia Sessions (1798-1882), of Charlbury, housekeeper to her brother James"
625,2808,1,1,"Robert Sessions (1808-1873), grocer, draper, and china & glass dealer, of Charlbury; 2-page obit. in Annual Monitor; brother of James and Lydia"
626,2809,1,1,"Abraham Sewell (1789-1865), grocer and tallow chandler, of Great Yarmouth and Malton"
627,2810,1,1,"Edward Fuller Sewell (1822-1895), Whitby grocer; son of Abraham"
628,2811,1,1,"Joseph Sewell (1771-1854), of Colchester"
629,2812,1,1,"Phillip Sewell (1767-1857), of Wereham, Norfolk"
630,2813,1,1,"Joseph Sharples (1791-1871), Hitchin banker"
631,2814,1,1,"John Talwin Shewell (1782-1866), linen draper, of Ipswich; 11-page obit. in 1867 Annual Monitor"
632,2815,1,1,"Thomas Short (1788-1882), farmer, of Liskeard, Cornwall"
633,2816,1,1,"William Dillwyn Sims (1825-1895), ironmaster, of Ipswich; 4-page obit. in 1896 Annual Monitor"
634,2817,1,1,"William Skinner (1836-1895), of Birmingham"
635,2818,1,1,"Bartholomew Smith (1814-1897), draper and grocer, of Thirsk; 7-page obit. in 1898 Annual Monitor"
636,2819,1,1,"George Smithson (1822-1888), of Edgbaston"
637,2820,1,1,"Edward Prichard Southall (1792-1878), wine and spirit merchant, of Leominster"
638,2821,1,1,"Sarah (Shorthouse) Southall (1801-1902), of Edgbaston, wife of Thomas Southall; 12-page obit. in 1903 Annual Monitor"
640,2823,1,1,"John Morse Sparkes (1807-1875), of Darlington"
641,2824,1,1,"Henry Squire (1798-1875), of Hertford"
